filename,ID,Item Name,Name,Population,Type,Voxel Count,Volume (µm³),Min (mCherry double),Max (mCherry double),Mean (mCherry double),Sum (mCherry double),Standard Deviation (mCherry double),"Min (roGFP 470 (DCI: 60 its, roGFP 470))","Max (roGFP 470 (DCI: 60 its, roGFP 470))","Mean (roGFP 470 (DCI: 60 its, roGFP 470))","Sum (roGFP 470 (DCI: 60 its, roGFP 470))","Standard Deviation (roGFP 470 (DCI: 60 its, roGFP 470))","Min (mCherry double (DCI: 60 its, mCherry double))","Max (mCherry double (DCI: 60 its, mCherry double))","Mean (mCherry double (DCI: 60 its, mCherry double))","Sum (mCherry double (DCI: 60 its, mCherry double))","Standard Deviation (mCherry double (DCI: 60 its, mCherry double))",Centroid X (µm),Centroid Y (µm),Centroid Z (µm),Number of contained Mito,Compartment ROIs ID,Min (roGFP 470),Max (roGFP 470),Mean (roGFP 470),Sum (roGFP 470),Standard Deviation (roGFP 470)
PSY106 clump 25C 17 01 m-50.csv,1,PSY106 clump 25C 17,ROIs 1,ROIs,Object,NA,271.1,229,1411,372.83,84886900,96.18,239.47,5564.13,644.39,147000000,167.53,1e-6,17277.5,387.38,88200128,565.31,NA,NA,NA,6,NA,462,962,636.13,145000000,49.56
PSY106 clump 25C 17 01 m-50.csv,4,PSY106 clump 25C 17,Mito 3,Mito,Object,NA,0.606,NA,NA,NA,NA,NA,504.34,2283.21,828.64,421775.63,295.57,NA,NA,NA,NA,NA,15.98,55.01,2.7,NA,1,NA,NA,NA,NA,NA
PSY106 clump 25C 17 01 m-50.csv,14,PSY106 clump 25C 17,Mito 13,Mito,Object,NA,1.33,NA,NA,NA,NA,NA,456.05,1970.11,840.91,939299.19,224.18,NA,NA,NA,NA,NA,17.86,53.51,2.8,NA,1,NA,NA,NA,NA,NA
PSY106 clump 25C 17 01 m-50.csv,16,PSY106 clump 25C 17,Mito 15,Mito,Object,NA,0.193,NA,NA,NA,NA,NA,470.55,1206.41,767.06,124263.36,126.01,NA,NA,NA,NA,NA,17.62,55.36,2.73,NA,1,NA,NA,NA,NA,NA
PSY106 clump 25C 17 01 m-50.csv,17,PSY106 clump 25C 17,Mito 16,Mito,Object,NA,0.205,NA,NA,NA,NA,NA,494.05,1292.61,834.66,143561.22,154.03,NA,NA,NA,NA,NA,14.34,55.82,2.8,NA,1,NA,NA,NA,NA,NA
PSY106 clump 25C 17 01 m-50.csv,24,PSY106 clump 25C 17,Mito 23,Mito,Object,NA,0.0179,NA,NA,NA,NA,NA,479.37,647.84,543.32,8149.76,60.18,NA,NA,NA,NA,NA,17.39,56.07,2.84,NA,1,NA,NA,NA,NA,NA
PSY106 clump 25C 17 01 m-50.csv,25,PSY106 clump 25C 17,Mito 24,Mito,Object,NA,1.09,NA,NA,NA,NA,NA,447.09,1861.34,869.21,795325.5,224.59,NA,NA,NA,NA,NA,13.99,58.44,2.82,NA,1,NA,NA,NA,NA,NA
PSY106 clump 25C 17 02 m-25.csv,1,PSY106 clump 25C 17,ROIs 1,ROIs,Object,NA,305.76,237,2367,421.98,108000000,126.56,184.86,12240.84,687.5,177000000,244.5,1e-6,32835.77,447.3,115000000,863.92,NA,NA,NA,7,NA,477,1611,677.68,174000000,63.95
PSY106 clump 25C 17 02 m-25.csv,11,PSY106 clump 25C 17,Mito 10,Mito,Object,NA,0.204,NA,NA,NA,NA,NA,447.63,1674.03,822.52,140650.55,241.65,NA,NA,NA,NA,NA,53.45,52.69,2.73,NA,1,NA,NA,NA,NA,NA
PSY106 clump 25C 17 02 m-25.csv,12,PSY106 clump 25C 17,Mito 11,Mito,Object,NA,0.737,NA,NA,NA,NA,NA,347.2,2307.42,814.36,504087.53,292.63,NA,NA,NA,NA,NA,54.94,53.86,2.91,NA,1,NA,NA,NA,NA,NA
PSY106 clump 25C 17 02 m-25.csv,14,PSY106 clump 25C 17,Mito 13,Mito,Object,NA,1.73,NA,NA,NA,NA,NA,439.58,2682.33,939.98,1363908.5,279.75,NA,NA,NA,NA,NA,50.85,55.35,2.82,NA,1,NA,NA,NA,NA,NA
PSY106 clump 25C 17 02 m-25.csv,27,PSY106 clump 25C 17,Mito 26,Mito,Object,NA,0.0143,NA,NA,NA,NA,NA,360.7,454.36,411,4932.05,26.58,NA,NA,NA,NA,NA,54.51,53.84,2.73,NA,1,NA,NA,NA,NA,NA
PSY106 clump 25C 17 02 m-25.csv,28,PSY106 clump 25C 17,Mito 27,Mito,Object,NA,0.117,NA,NA,NA,NA,NA,541.6,1058.6,706.91,69277.15,113.02,NA,NA,NA,NA,NA,58.46,54.06,3.03,NA,1,NA,NA,NA,NA,NA
PSY106 clump 25C 17 02 m-25.csv,29,PSY106 clump 25C 17,Mito 28,Mito,Object,NA,0.974,NA,NA,NA,NA,NA,496.81,4020.03,968.49,792228.81,408.78,NA,NA,NA,NA,NA,57.88,54.72,2.89,NA,1,NA,NA,NA,NA,NA
PSY106 clump 25C 17 02 m-25.csv,30,PSY106 clump 25C 17,Mito 29,Mito,Object,NA,0.262,NA,NA,NA,NA,NA,481.02,1547.3,795.7,175054.17,169.26,NA,NA,NA,NA,NA,56.14,55.85,3.06,NA,1,NA,NA,NA,NA,NA
PSY106 clump 25C 17 02 m-35.csv,1,PSY106 clump 25C 17,ROIs 1,ROIs,Object,NA,305.76,237,2367,421.98,108000000,126.56,184.86,12240.84,687.5,177000000,244.5,1e-6,32835.77,447.3,115000000,863.92,NA,NA,NA,7,NA,477,1611,677.68,174000000,63.95
PSY106 clump 25C 17 02 m-35.csv,12,PSY106 clump 25C 17,Mito 11,Mito,Object,NA,0.229,NA,NA,NA,NA,NA,441.38,1674.03,825.74,158541.8,246.36,NA,NA,NA,NA,NA,53.45,52.69,2.73,NA,1,NA,NA,NA,NA,NA
PSY106 clump 25C 17 02 m-35.csv,14,PSY106 clump 25C 17,Mito 13,Mito,Object,NA,0.844,NA,NA,NA,NA,NA,347.2,2307.42,826.26,585815.44,302.13,NA,NA,NA,NA,NA,54.92,53.84,2.9,NA,1,NA,NA,NA,NA,NA
PSY106 clump 25C 17 02 m-35.csv,15,PSY106 clump 25C 17,Mito 14,Mito,Object,NA,1.96,NA,NA,NA,NA,NA,439.58,2762.66,944.48,1558397.25,291.05,NA,NA,NA,NA,NA,50.87,55.33,2.82,NA,1,NA,NA,NA,NA,NA
PSY106 clump 25C 17 02 m-35.csv,28,PSY106 clump 25C 17,Mito 27,Mito,Object,NA,0.0321,NA,NA,NA,NA,NA,349.37,631.56,444.91,12012.5,69.7,NA,NA,NA,NA,NA,54.51,53.83,2.71,NA,1,NA,NA,NA,NA,NA
PSY106 clump 25C 17 02 m-35.csv,29,PSY106 clump 25C 17,Mito 28,Mito,Object,NA,0.124,NA,NA,NA,NA,NA,541.6,1058.6,701.91,72998.62,111.77,NA,NA,NA,NA,NA,58.46,54.06,3.03,NA,1,NA,NA,NA,NA,NA
PSY106 clump 25C 17 02 m-35.csv,30,PSY106 clump 25C 17,Mito 29,Mito,Object,NA,1.11,NA,NA,NA,NA,NA,446.5,4401.66,976.62,910213.25,444.97,NA,NA,NA,NA,NA,57.92,54.73,2.89,NA,1,NA,NA,NA,NA,NA
PSY106 clump 25C 17 02 m-35.csv,31,PSY106 clump 25C 17,Mito 30,Mito,Object,NA,0.305,NA,NA,NA,NA,NA,452.31,1600.09,799,204545.27,191.05,NA,NA,NA,NA,NA,56.14,55.84,3.05,NA,1,NA,NA,NA,NA,NA
PSY106 clump 25C 17 02 m-50.csv,1,PSY106 clump 25C 17,ROIs 1,ROIs,Object,NA,305.76,237,2367,421.98,108000000,126.56,184.86,12240.84,687.5,177000000,244.5,1e-6,32835.77,447.3,115000000,863.92,NA,NA,NA,4,NA,477,1611,677.68,174000000,63.95
PSY106 clump 25C 17 02 m-50.csv,15,PSY106 clump 25C 17,Mito 14,Mito,Object,NA,3.86,NA,NA,NA,NA,NA,341.53,3128.24,893.47,2897514.75,309.11,NA,NA,NA,NA,NA,52.22,54.65,2.83,NA,1,NA,NA,NA,NA,NA
PSY106 clump 25C 17 02 m-50.csv,21,PSY106 clump 25C 17,Mito 20,Mito,Object,NA,0.149,NA,NA,NA,NA,NA,541.6,1147.8,721.63,90203.95,134.88,NA,NA,NA,NA,NA,58.46,54.07,3.03,NA,1,NA,NA,NA,NA,NA
PSY106 clump 25C 17 02 m-50.csv,22,PSY106 clump 25C 17,Mito 21,Mito,Object,NA,1.41,NA,NA,NA,NA,NA,424.92,4512.87,983.11,1167937.13,462.42,NA,NA,NA,NA,NA,57.96,54.75,2.9,NA,1,NA,NA,NA,NA,NA
PSY106 clump 25C 17 02 m-50.csv,23,PSY106 clump 25C 17,Mito 22,Mito,Object,NA,0.387,NA,NA,NA,NA,NA,452.31,2284.59,828.06,269119.19,236.36,NA,NA,NA,NA,NA,56.13,55.8,3.02,NA,1,NA,NA,NA,NA,NA
PSY106 clump 25C 17 03 m-25.csv,1,PSY106 clump 25C 17,ROIs 1,ROIs,Object,NA,287.6,233,2328,402.24,97157037,108.83,174.27,15356.38,680.02,164000000,220.54,1e-6,36241.99,423.13,102000000,748.19,NA,NA,NA,7,NA,469,1349,666.53,161000000,57.34
PSY106 clump 25C 17 03 m-25.csv,2,PSY106 clump 25C 17,Mito 1,Mito,Object,NA,0.895,NA,NA,NA,NA,NA,432.19,2023.94,978.15,735572.38,266.53,NA,NA,NA,NA,NA,76.65,9.51,2.84,NA,1,NA,NA,NA,NA,NA
PSY106 clump 25C 17 03 m-25.csv,3,PSY106 clump 25C 17,Mito 2,Mito,Object,NA,0.481,NA,NA,NA,NA,NA,446.92,1814.17,829.52,335124.84,242.95,NA,NA,NA,NA,NA,76.93,12.49,3.04,NA,1,NA,NA,NA,NA,NA
PSY106 clump 25C 17 03 m-25.csv,4,PSY106 clump 25C 17,Mito 3,Mito,Object,NA,0.362,NA,NA,NA,NA,NA,598.95,4205.98,1130.53,343680.63,569.38,NA,NA,NA,NA,NA,71.14,6.84,3.02,NA,1,NA,NA,NA,NA,NA
PSY106 clump 25C 17 03 m-25.csv,5,PSY106 clump 25C 17,Mito 4,Mito,Object,NA,0.395,NA,NA,NA,NA,NA,495.51,1678.83,912.94,303096.72,227.17,NA,NA,NA,NA,NA,71.51,8.56,3.01,NA,1,NA,NA,NA,NA,NA
PSY106 clump 25C 17 03 m-25.csv,6,PSY106 clump 25C 17,Mito 5,Mito,Object,NA,0.218,NA,NA,NA,NA,NA,420.99,955.97,628.15,114951.14,94.79,NA,NA,NA,NA,NA,74.1,9.14,2.77,NA,1,NA,NA,NA,NA,NA
PSY106 clump 25C 17 03 m-25.csv,17,PSY106 clump 25C 17,Mito 16,Mito,Object,NA,0.824,NA,NA,NA,NA,NA,425.64,3016.99,984.65,681375.69,384.84,NA,NA,NA,NA,NA,73.47,11.28,2.81,NA,1,NA,NA,NA,NA,NA
PSY106 clump 25C 17 03 m-25.csv,21,PSY106 clump 25C 17,Mito 20,Mito,Object,NA,0.0667,NA,NA,NA,NA,NA,638.16,3240.31,1365.37,76460.72,653.45,NA,NA,NA,NA,NA,75.81,13.34,2.85,NA,1,NA,NA,NA,NA,NA
PSY106 clump 25C 17 03 m-35.csv,1,PSY106 clump 25C 17,ROIs 1,ROIs,Object,NA,287.6,233,2328,402.24,97157037,108.83,174.27,15356.38,680.02,164000000,220.54,1e-6,36241.99,423.13,102000000,748.19,NA,NA,NA,7,NA,469,1349,666.53,161000000,57.34
PSY106 clump 25C 17 03 m-35.csv,2,PSY106 clump 25C 17,Mito 1,Mito,Object,NA,0.549,NA,NA,NA,NA,NA,446.92,1814.17,837.89,386265.84,263.29,NA,NA,NA,NA,NA,76.94,12.5,3.05,NA,1,NA,NA,NA,NA,NA
PSY106 clump 25C 17 03 m-35.csv,4,PSY106 clump 25C 17,Mito 3,Mito,Object,NA,1.04,NA,NA,NA,NA,NA,432.19,2023.94,960.77,841634.25,269.73,NA,NA,NA,NA,NA,76.66,9.52,2.86,NA,1,NA,NA,NA,NA,NA
PSY106 clump 25C 17 03 m-35.csv,5,PSY106 clump 25C 17,Mito 4,Mito,Object,NA,0.251,NA,NA,NA,NA,NA,420.99,955.97,633.62,133693.2,97.45,NA,NA,NA,NA,NA,74.1,9.15,2.78,NA,1,NA,NA,NA,NA,NA
PSY106 clump 25C 17 03 m-35.csv,8,PSY106 clump 25C 17,Mito 7,Mito,Object,NA,0.0869,NA,NA,NA,NA,NA,638.16,3240.31,1331.8,97221.29,657.78,NA,NA,NA,NA,NA,75.79,13.35,2.85,NA,1,NA,NA,NA,NA,NA
PSY106 clump 25C 17 03 m-35.csv,19,PSY106 clump 25C 17,Mito 18,Mito,Object,NA,0.883,NA,NA,NA,NA,NA,476.54,4205.98,997.75,740328.81,423.66,NA,NA,NA,NA,NA,71.32,7.72,3.02,NA,1,NA,NA,NA,NA,NA
PSY106 clump 25C 17 03 m-35.csv,20,PSY106 clump 25C 17,Mito 19,Mito,Object,NA,0.967,NA,NA,NA,NA,NA,425.64,3016.99,971.7,789021.94,370.15,NA,NA,NA,NA,NA,73.47,11.28,2.82,NA,1,NA,NA,NA,NA,NA
PSY106 clump 25C 17 03 m-35.csv,32,PSY106 clump 25C 17,Mito 31,Mito,Object,NA,0.0167,NA,NA,NA,NA,NA,728.34,838.46,788.58,11040.12,38.55,NA,NA,NA,NA,NA,77.49,11.59,3.02,NA,1,NA,NA,NA,NA,NA
PSY106 clump 25C 17 03 m-50.csv,1,PSY106 clump 25C 17,ROIs 1,ROIs,Object,NA,287.6,233,2328,402.24,97157037,108.83,174.27,15356.38,680.02,164000000,220.54,1e-6,36241.99,423.13,102000000,748.19,NA,NA,NA,6,NA,469,1349,666.53,161000000,57.34
PSY106 clump 25C 17 03 m-50.csv,2,PSY106 clump 25C 17,Mito 1,Mito,Object,NA,0.341,NA,NA,NA,NA,NA,420.99,955.97,633.93,181303.19,99.56,NA,NA,NA,NA,NA,74.09,9.16,2.77,NA,1,NA,NA,NA,NA,NA
PSY106 clump 25C 17 03 m-50.csv,3,PSY106 clump 25C 17,Mito 2,Mito,Object,NA,0.781,NA,NA,NA,NA,NA,407.78,1834.44,817.75,536446.38,272.86,NA,NA,NA,NA,NA,76.97,12.46,3.1,NA,1,NA,NA,NA,NA,NA
PSY106 clump 25C 17 03 m-50.csv,5,PSY106 clump 25C 17,Mito 4,Mito,Object,NA,1.1,NA,NA,NA,NA,NA,458.64,4205.98,979.93,903495.06,408.32,NA,NA,NA,NA,NA,71.31,7.71,3.04,NA,1,NA,NA,NA,NA,NA
PSY106 clump 25C 17 03 m-50.csv,6,PSY106 clump 25C 17,Mito 5,Mito,Object,NA,1.29,NA,NA,NA,NA,NA,425.64,3358.44,958.72,1036373.88,365.99,NA,NA,NA,NA,NA,73.48,11.32,2.85,NA,1,NA,NA,NA,NA,NA
PSY106 clump 25C 17 03 m-50.csv,7,PSY106 clump 25C 17,Mito 6,Mito,Object,NA,0.129,NA,NA,NA,NA,NA,638.16,3240.31,1268.59,137007.8,642.14,NA,NA,NA,NA,NA,75.79,13.36,2.86,NA,1,NA,NA,NA,NA,NA
PSY106 clump 25C 17 03 m-50.csv,27,PSY106 clump 25C 17,Mito 26,Mito,Object,NA,1.34,NA,NA,NA,NA,NA,432.19,2023.94,944.78,1066660.5,266.93,NA,NA,NA,NA,NA,76.64,9.53,2.89,NA,1,NA,NA,NA,NA,NA
PSY106 clump 25C 17 04 m-25.csv,1,PSY106 clump 25C 17,ROIs 1,ROIs,Object,NA,230.89,235,987,346.55,67201038,57.43,209.29,8141.36,693.74,135000000,251.53,8.2,11006.5,356.99,69224744,309.78,NA,NA,NA,14,NA,467,1183,677.01,131000000,64.82
PSY106 clump 25C 17 04 m-25.csv,7,PSY106 clump 25C 17,Mito 6,Mito,Object,NA,0.05,NA,NA,NA,NA,NA,1239.26,5443.13,2139.98,89879.12,1035.84,NA,NA,NA,NA,NA,32.91,12.83,2.56,NA,1,NA,NA,NA,NA,NA
PSY106 clump 25C 17 04 m-25.csv,8,PSY106 clump 25C 17,Mito 7,Mito,Object,NA,0.0167,NA,NA,NA,NA,NA,534.58,819.82,658.17,9214.33,93.64,NA,NA,NA,NA,NA,32.95,13.47,2.57,NA,1,NA,NA,NA,NA,NA
PSY106 clump 25C 17 04 m-25.csv,9,PSY106 clump 25C 17,Mito 8,Mito,Object,NA,0.0786,NA,NA,NA,NA,NA,609.73,2747.36,1401.03,92467.88,550.3,NA,NA,NA,NA,NA,33.01,15.31,2.64,NA,1,NA,NA,NA,NA,NA
PSY106 clump 25C 17 04 m-25.csv,10,PSY106 clump 25C 17,Mito 9,Mito,Object,NA,0.107,NA,NA,NA,NA,NA,751.35,4905.65,1636.56,147290.75,853.1,NA,NA,NA,NA,NA,38.83,15.25,2.74,NA,1,NA,NA,NA,NA,NA
PSY106 clump 25C 17 04 m-25.csv,18,PSY106 clump 25C 17,Mito 17,Mito,Object,NA,0.157,NA,NA,NA,NA,NA,576.32,5807.22,2042.33,269587.25,1159.11,NA,NA,NA,NA,NA,33.39,12.15,2.73,NA,1,NA,NA,NA,NA,NA
PSY106 clump 25C 17 04 m-25.csv,19,PSY106 clump 25C 17,Mito 18,Mito,Object,NA,0.0429,NA,NA,NA,NA,NA,497.92,1018.74,784.06,28226.29,131.61,NA,NA,NA,NA,NA,34.95,12.8,2.79,NA,1,NA,NA,NA,NA,NA
PSY106 clump 25C 17 04 m-25.csv,20,PSY106 clump 25C 17,Mito 19,Mito,Object,NA,0.0321,NA,NA,NA,NA,NA,921.5,1363.98,1100.07,29701.9,112.55,NA,NA,NA,NA,NA,33.67,12.97,2.99,NA,1,NA,NA,NA,NA,NA
PSY106 clump 25C 17 04 m-25.csv,22,PSY106 clump 25C 17,Mito 21,Mito,Object,NA,0.0762,NA,NA,NA,NA,NA,825.63,2646.96,1367.49,87519.59,387.84,NA,NA,NA,NA,NA,33.66,14.21,2.61,NA,1,NA,NA,NA,NA,NA
PSY106 clump 25C 17 04 m-25.csv,23,PSY106 clump 25C 17,Mito 22,Mito,Object,NA,0.0619,NA,NA,NA,NA,NA,621.79,2447.95,1401.17,72860.82,517.92,NA,NA,NA,NA,NA,37.7,14.25,2.8,NA,1,NA,NA,NA,NA,NA
PSY106 clump 25C 17 04 m-25.csv,24,PSY106 clump 25C 17,Mito 23,Mito,Object,NA,0.0488,NA,NA,NA,NA,NA,943.19,8141.36,2792.49,114492.02,2111.25,NA,NA,NA,NA,NA,38.41,14.29,2.74,NA,1,NA,NA,NA,NA,NA
PSY106 clump 25C 17 04 m-25.csv,25,PSY106 clump 25C 17,Mito 24,Mito,Object,NA,0.0595,NA,NA,NA,NA,NA,768.23,2852.09,1507.63,75381.44,610.53,NA,NA,NA,NA,NA,35.67,14.39,2.86,NA,1,NA,NA,NA,NA,NA
PSY106 clump 25C 17 04 m-25.csv,32,PSY106 clump 25C 17,Mito 31,Mito,Object,NA,0.0286,NA,NA,NA,NA,NA,1190.22,3201.15,1666.32,39991.73,555.55,NA,NA,NA,NA,NA,34.14,12.24,2.94,NA,1,NA,NA,NA,NA,NA
PSY106 clump 25C 17 04 m-25.csv,33,PSY106 clump 25C 17,Mito 32,Mito,Object,NA,0.0464,NA,NA,NA,NA,NA,755.72,1915.4,1240.15,48365.71,301.33,NA,NA,NA,NA,NA,35.19,12.27,2.95,NA,1,NA,NA,NA,NA,NA
PSY106 clump 25C 17 04 m-25.csv,34,PSY106 clump 25C 17,Mito 33,Mito,Object,NA,0.0464,NA,NA,NA,NA,NA,963.67,2670.74,1394.55,54387.52,331.58,NA,NA,NA,NA,NA,35.92,12.45,2.89,NA,1,NA,NA,NA,NA,NA
PSY106 clump 25C 17 04 m-35.csv,1,PSY106 clump 25C 17,ROIs 1,ROIs,Object,NA,230.89,235,987,346.55,67201038,57.43,209.29,8141.36,693.74,135000000,251.53,8.2,11006.5,356.99,69224744,309.78,NA,NA,NA,13,NA,467,1183,677.01,131000000,64.82
PSY106 clump 25C 17 04 m-35.csv,6,PSY106 clump 25C 17,Mito 5,Mito,Object,NA,0.276,NA,NA,NA,NA,NA,547.61,5807.22,1842.92,427558.22,1026.81,NA,NA,NA,NA,NA,33.56,12.18,2.82,NA,1,NA,NA,NA,NA,NA
PSY106 clump 25C 17 04 m-35.csv,7,PSY106 clump 25C 17,Mito 6,Mito,Object,NA,0.0738,NA,NA,NA,NA,NA,1239.26,5443.13,2148.12,133183.41,1061.19,NA,NA,NA,NA,NA,32.93,12.82,2.55,NA,1,NA,NA,NA,NA,NA
PSY106 clump 25C 17 04 m-35.csv,9,PSY106 clump 25C 17,Mito 8,Mito,Object,NA,0.0214,NA,NA,NA,NA,NA,534.58,819.82,671.22,12081.99,95.09,NA,NA,NA,NA,NA,32.97,13.48,2.55,NA,1,NA,NA,NA,NA,NA
PSY106 clump 25C 17 04 m-35.csv,10,PSY106 clump 25C 17,Mito 9,Mito,Object,NA,0.111,NA,NA,NA,NA,NA,762.65,2646.96,1391.51,129410.07,434.75,NA,NA,NA,NA,NA,33.64,14.2,2.58,NA,1,NA,NA,NA,NA,NA
PSY106 clump 25C 17 04 m-35.csv,11,PSY106 clump 25C 17,Mito 10,Mito,Object,NA,0.131,NA,NA,NA,NA,NA,750.79,4905.65,1636.14,179975.41,862.6,NA,NA,NA,NA,NA,38.83,15.25,2.74,NA,1,NA,NA,NA,NA,NA
PSY106 clump 25C 17 04 m-35.csv,21,PSY106 clump 25C 17,Mito 20,Mito,Object,NA,0.081,NA,NA,NA,NA,NA,654.3,1947.35,1206.97,82074.23,332.34,NA,NA,NA,NA,NA,35.19,12.28,2.97,NA,1,NA,NA,NA,NA,NA
PSY106 clump 25C 17 04 m-35.csv,22,PSY106 clump 25C 17,Mito 21,Mito,Object,NA,0.0548,NA,NA,NA,NA,NA,497.92,1021.97,796.04,36617.75,134.71,NA,NA,NA,NA,NA,34.96,12.79,2.8,NA,1,NA,NA,NA,NA,NA
PSY106 clump 25C 17 04 m-35.csv,23,PSY106 clump 25C 17,Mito 22,Mito,Object,NA,0.0393,NA,NA,NA,NA,NA,921.5,1363.98,1099.67,36289.25,113.37,NA,NA,NA,NA,NA,33.66,12.96,3,NA,1,NA,NA,NA,NA,NA
PSY106 clump 25C 17 04 m-35.csv,24,PSY106 clump 25C 17,Mito 23,Mito,Object,NA,0.0762,NA,NA,NA,NA,NA,621.79,2919.12,1470.18,94091.46,560.82,NA,NA,NA,NA,NA,37.7,14.25,2.76,NA,1,NA,NA,NA,NA,NA
PSY106 clump 25C 17 04 m-35.csv,25,PSY106 clump 25C 17,Mito 24,Mito,Object,NA,0.0643,NA,NA,NA,NA,NA,943.19,8141.36,2699.94,145796.69,1961.43,NA,NA,NA,NA,NA,38.41,14.29,2.74,NA,1,NA,NA,NA,NA,NA
PSY106 clump 25C 17 04 m-35.csv,26,PSY106 clump 25C 17,Mito 25,Mito,Object,NA,0.075,NA,NA,NA,NA,NA,519.32,2852.09,1411.46,88922.2,623.37,NA,NA,NA,NA,NA,35.67,14.4,2.9,NA,1,NA,NA,NA,NA,NA
PSY106 clump 25C 17 04 m-35.csv,27,PSY106 clump 25C 17,Mito 26,Mito,Object,NA,0.102,NA,NA,NA,NA,NA,586.93,2747.36,1337.02,114983.51,537.27,NA,NA,NA,NA,NA,33,15.28,2.67,NA,1,NA,NA,NA,NA,NA
PSY106 clump 25C 17 04 m-35.csv,33,PSY106 clump 25C 17,Mito 32,Mito,Object,NA,0.0869,NA,NA,NA,NA,NA,625.66,2833.63,1355.37,98942.29,473.67,NA,NA,NA,NA,NA,35.99,12.53,2.87,NA,1,NA,NA,NA,NA,NA
PSY106 clump 25C 17 04 m-50.csv,1,PSY106 clump 25C 17,ROIs 1,ROIs,Object,NA,230.89,235,987,346.55,67201038,57.43,209.29,8141.36,693.74,135000000,251.53,8.2,11006.5,356.99,69224744,309.78,NA,NA,NA,10,NA,467,1183,677.01,131000000,64.82
PSY106 clump 25C 17 04 m-50.csv,8,PSY106 clump 25C 17,Mito 7,Mito,Object,NA,0.0405,NA,NA,NA,NA,NA,501.66,823.27,655.65,22292.02,92.17,NA,NA,NA,NA,NA,32.95,13.47,2.55,NA,1,NA,NA,NA,NA,NA
PSY106 clump 25C 17 04 m-50.csv,9,PSY106 clump 25C 17,Mito 8,Mito,Object,NA,0.16,NA,NA,NA,NA,NA,712.09,2646.96,1356.45,181764.33,431.24,NA,NA,NA,NA,NA,33.6,14.2,2.59,NA,1,NA,NA,NA,NA,NA
PSY106 clump 25C 17 04 m-50.csv,10,PSY106 clump 25C 17,Mito 9,Mito,Object,NA,0.0976,NA,NA,NA,NA,NA,554.05,2919.12,1452.94,119141.01,562.75,NA,NA,NA,NA,NA,37.71,14.26,2.77,NA,1,NA,NA,NA,NA,NA
PSY106 clump 25C 17 04 m-50.csv,11,PSY106 clump 25C 17,Mito 10,Mito,Object,NA,0.0845,NA,NA,NA,NA,NA,943.19,8141.36,2675.89,189988.03,1839.61,NA,NA,NA,NA,NA,38.41,14.29,2.72,NA,1,NA,NA,NA,NA,NA
PSY106 clump 25C 17 04 m-50.csv,12,PSY106 clump 25C 17,Mito 11,Mito,Object,NA,0.164,NA,NA,NA,NA,NA,586.93,2883.74,1328.22,183294.95,522.91,NA,NA,NA,NA,NA,32.99,15.23,2.65,NA,1,NA,NA,NA,NA,NA
PSY106 clump 25C 17 04 m-50.csv,13,PSY106 clump 25C 17,Mito 12,Mito,Object,NA,0.168,NA,NA,NA,NA,NA,750.79,5729.78,1664.28,234664.03,918.72,NA,NA,NA,NA,NA,38.82,15.26,2.73,NA,1,NA,NA,NA,NA,NA
PSY106 clump 25C 17 04 m-50.csv,18,PSY106 clump 25C 17,Mito 17,Mito,Object,NA,0.221,NA,NA,NA,NA,NA,479.46,1980.33,1010.11,187879.92,323.59,NA,NA,NA,NA,NA,35.1,12.48,2.93,NA,1,NA,NA,NA,NA,NA
PSY106 clump 25C 17 04 m-50.csv,19,PSY106 clump 25C 17,Mito 18,Mito,Object,NA,0.678,NA,NA,NA,NA,NA,520.2,5807.22,1655.03,941710.25,871.67,NA,NA,NA,NA,NA,33.48,12.41,2.82,NA,1,NA,NA,NA,NA,NA
PSY106 clump 25C 17 04 m-50.csv,20,PSY106 clump 25C 17,Mito 19,Mito,Object,NA,0.0988,NA,NA,NA,NA,NA,500.47,3851.18,1397.78,116015.48,732.46,NA,NA,NA,NA,NA,35.67,14.41,2.91,NA,1,NA,NA,NA,NA,NA
PSY106 clump 25C 17 04 m-50.csv,26,PSY106 clump 25C 17,Mito 25,Mito,Object,NA,0.139,NA,NA,NA,NA,NA,625.66,2833.63,1324.16,154926.34,467.13,NA,NA,NA,NA,NA,35.98,12.51,2.89,NA,1,NA,NA,NA,NA,NA
PSY106 clump 25C 2 03 m-25.csv,1,PSY106 clump 25C 2,ROIs 1,ROIs,Object,202230,240.8,234,1959,403.09,81516678,116.96,259.22,10723.6,702.56,142000000,200.77,19.27,24467.87,422.26,85394064,771.13,NA,NA,NA,6,NA,NA,NA,NA,NA,NA
PSY106 clump 25C 2 03 m-25.csv,14,PSY106 clump 25C 2,Mito 13,Mito,Object,318,0.379,NA,NA,NA,NA,NA,730.06,1395.9,1016.14,323133.25,144.36,NA,NA,NA,NA,NA,63.25,43.21,2.63,NA,1,NA,NA,NA,NA,NA
PSY106 clump 25C 2 03 m-25.csv,44,PSY106 clump 25C 2,Mito 43,Mito,Object,73,0.0869,NA,NA,NA,NA,NA,606.01,1199.63,867.69,63341.04,158.29,NA,NA,NA,NA,NA,62.11,43.5,3.51,NA,1,NA,NA,NA,NA,NA
